Date,Anhui,Beijing,Chongqing,Fujian,Gansu,Guangdong,Guangxi,Guizhou,Hainan,Hebei,Heilongjiang,Henan,Hong Kong,Hubei,Hunan,Inner Mongolia,Jiangsu,Jiangxi,Jilin,Liaoning,Macau,Ningxia,Qinghai,Shaanxi,Shandong,Shanghai,Shanxi,Sichuan,Tianjin,Tibet,Xinjiang,Yunnan,Zhejiang,Taiwan
2021/5/14,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,2,1,3,0,1,0,0,0,0,0,34
2021/5/15,0,0,0,0,0,5,0,0,0,0,0,1,3,0,0,1,0,0,0,4,0,0,0,1,0,2,0,1,0,0,0,3,0,185
2021/5/16,2,0,0,0,0,4,0,0,0,0,0,0,3,0,1,0,0,0,0,3,1,0,0,0,0,6,0,1,0,0,0,0,8,207
2021/5/17,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,4,0,0,0,6,1,4,0,2,0,0,0,0,1,335
2021/5/18,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,243
2021/5/19,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,2,0,1,1,0,0,0,5,273
2021/5/20,0,0,0,11,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,292
2021/5/21,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,314
2021/5/22,1,1,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,4,1,0,0,1,1,723
2021/5/23,0,0,0,1,1,3,0,0,0,0,1,0,2,0,1,1,1,0,0,0,0,0,0,2,0,3,0,3,1,0,0,0,0,460
2021/5/24,2,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,3,2,1,2,0,0,0,0,595
2021/5/25,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,6,0,2,0,0,0,0,1,539
2021/5/26,0,1,0,1,0,14,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,635
2021/5/27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,670
2021/5/28,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,2,0,0,0,0,1,554
2021/5/29,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,0,0,491
2021/5/30,0,0,0,1,0,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,354
2021/5/31,0,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,351
2021/6/1,0,0,0,3,0,13,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,1,0,331
2021/6/2,0,1,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,547
2021/6/3,0,1,0,0,0,11,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,5,0,2,0,0,0,2,1,585
2021/6/4,0,2,0,3,0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,472
2021/6/5,0,1,0,1,0,9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7,0,6,1,0,0,2,1,510
2021/6/6,0,0,0,0,0,8,0,0,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,2,2,342
2021/6/7,0,1,0,2,0,22,0,0,0,0,0,0,7,0,0,2,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,193
2021/6/8,0,2,0,1,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,203
2021/6/9,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,2,0,7,0,1,0,0,0,1,1,274
2021/6/10,0,1,0,3,0,11,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1,254
2021/6/11,0,1,0,1,0,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,8,0,1,1,0,0,6,0,278
2021/6/12,0,0,0,1,0,13,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,6,0,3,2,0,0,5,2,246
2021/6/13,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,5,0,4,0,0,0,2,0,175
2021/6/14,0,1,0,1,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,1,185
2021/6/15,0,0,0,0,0,15,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,135
2021/6/16,0,1,0,3,0,7,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,168
2021/6/17,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,3,175
2021/6/18,0,1,0,4,0,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,2,0,6,0,0,0,0,0,2,1,187
2021/6/19,0,0,0,1,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,4,2,125
2021/6/20,0,2,0,1,0,7,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,109
2021/6/21,0,0,0,7,0,7,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,4,75
2021/6/22,0,0,0,1,0,3,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,77
2021/6/23,0,0,0,1,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,3,0,103
2021/6/24,0,1,0,0,1,6,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,6,0,5,1,0,0,2,1,129
2021/6/25,0,0,0,4,0,4,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,5,1,76
2021/6/26,0,1,0,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,0,80
2021/6/27,0,2,0,3,0,5,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,5,0,89
2021/6/28,2,-1,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,2,0,1,0,2,0,0,0,4,1,60
2021/6/29,0,0,0,2,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,54
2021/6/30,2,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,2,0,56
2021/7/1,0,0,0,5,0,8,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,49
2021/7/2,0,0,0,1,0,3,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,1,0,4,0,6,0,0,0,4,0,58
2021/7/3,0,0,0,2,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,4,0,80
2021/7/4,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,6,0,2,0,0,0,8,0,39
2021/7/5,0,0,3,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,11,0,31
2021/7/6,0,0,0,1,0,5,0,0,0,0,0,1,1,25,0,0,1,0,0,0,0,0,0,2,0,4,0,1,2,0,0,15,0,27
2021/7/7,0,0,0,2,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,2,0,40
2021/7/8,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,17,0,21
2021/7/9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,2,0,0,11,0,36
2021/7/10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
2021/7/11,0,0,0,4,0,4,1,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,1,0,4,0,4,0,0,0,28,0,31
2021/7/12,0,1,0,2,0,3,0,0,0,0,0,3,0,1,2,0,2,0,0,0,0,0,0,1,0,5,0,1,1,0,0,7,0,24
2021/7/13,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,5,0,1,1,0,0,11,0,29
2021/7/14,0,0,0,1,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,2,26
2021/7/15,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,6,0,1,4,0,0,15,2,18
2021/7/16,0,0,0,4,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,13,2,32
2021/7/17,0,4,0,4,0,4,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,1,0,3,0,0,0,12,0,12
2021/7/18,0,1,0,1,1,8,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,10,1,18
2021/7/19,0,1,0,1,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,0,0,49,0,21
2021/7/20,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
2021/7/21,0,0,0,1,1,8,0,0,0,0,0,0,5,0,1,0,13,0,0,0,1,0,0,8,0,4,0,6,0,0,0,30,0,25
2021/7/22,0,0,0,0,0,14,0,0,0,0,0,0,1,1,0,0,12,0,0,0,0,0,0,2,0,3,0,2,1,0,0,13,0,33
2021/7/23,0,0,0,4,0,5,0,0,0,0,0,1,2,1,0,0,12,0,0,0,0,0,0,0,0,2,0,4,1,0,0,5,0,24
2021/7/24,0,0,0,4,1,6,0,0,0,0,0,1,2,0,2,2,2,0,0,1,2,0,0,0,0,4,0,1,1,0,0,7,0,23
2021/7/25,0,1,0,5,0,8,0,0,0,0,0,2,3,0,0,2,39,0,0,1,1,0,0,0,0,0,0,0,0,0,0,18,0,13
2021/7/26,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,4,0,1,0,0,0,19,0,11
2021/7/27,0,1,0,3,1,3,0,0,0,0,0,0,1,1,0,0,48,0,0,2,0,0,0,1,1,1,0,5,1,0,0,18,0,17
2021/7/28,0,1,0,3,0,3,0,0,0,0,0,1,1,0,0,0,20,0,1,0,0,0,0,0,0,0,0,4,0,0,0,16,0,20
2021/7/29,0,1,2,3,0,9,0,0,0,0,0,0,2,0,2,0,18,0,0,1,0,0,0,0,1,7,0,1,0,0,0,21,0,18
2021/7/30,0,0,0,3,0,1,0,0,0,0,0,0,2,0,6,0,19,0,0,1,0,0,0,0,0,8,0,1,3,0,0,9,2,25
2021/7/31,0,0,0,1,0,2,0,0,1,0,0,14,0,1,4,2,30,0,0,0,0,1,0,0,1,5,0,1,3,0,0,10,1,12
2021/8/1,0,6,0,4,0,2,0,0,0,0,0,2,3,2,7,3,43,0,0,0,0,0,0,3,3,2,0,2,0,0,0,17,0,14
2021/8/2,0,1,0,2,0,6,0,0,0,0,0,2,3,3,6,0,47,0,0,0,0,0,0,2,1,4,0,3,3,0,0,10,0,14
2021/8/3,0,0,0,5,0,2,0,0,0,0,0,3,4,9,15,0,38,0,0,1,4,0,0,0,6,2,1,1,1,0,0,10,2,19
2021/8/4,0,3,0,3,0,2,0,0,0,0,0,3,2,1,9,0,40,0,0,0,0,0,0,0,4,9,0,0,0,0,0,11,0,21
2021/8/5,0,0,0,0,0,13,0,0,1,0,0,1,6,6,9,1,61,0,0,0,0,0,0,2,8,8,0,2,1,0,0,11,0,11
2021/8/6,0,0,0,0,0,3,0,0,0,0,0,4,2,9,9,0,54,0,0,0,0,0,0,0,0,9,0,2,5,0,0,11,1,12
2021/8/7,0,0,0,0,0,3,0,0,0,0,0,24,7,6,6,0,38,0,0,0,0,0,0,0,0,6,0,2,0,0,0,11,0,10
2021/8/8,0,3,0,0,0,8,0,0,0,0,0,41,2,3,12,1,38,0,0,0,0,0,0,1,0,8,0,1,0,0,0,8,1,7
2021/8/9,0,0,0,3,0,8,0,0,0,0,0,37,2,15,6,0,50,0,0,0,0,0,0,1,0,9,0,3,0,0,0,11,0,8
2021/8/10,0,1,0,0,0,2,0,0,0,0,0,7,4,14,5,0,54,0,0,0,0,0,0,0,1,4,0,3,1,0,0,7,12,8
2021/8/11,0,0,0,1,0,5,3,0,0,0,0,3,1,10,7,0,38,0,0,0,0,0,0,0,0,5,0,1,0,0,0,8,0,16
2021/8/12,0,0,0,0,0,9,7,0,0,0,0,31,5,4,2,0,26,0,0,1,0,0,0,1,1,5,0,2,0,0,0,10,0,6
2021/8/13,0,0,0,11,0,3,0,0,0,0,0,4,5,4,3,0,18,0,0,1,0,0,0,1,4,5,0,4,2,0,0,6,0,16
2021/8/14,0,0,0,1,0,13,0,0,0,0,0,5,2,0,1,0,18,0,0,0,0,0,0,0,3,6,0,0,3,0,0,3,0,7
2021/8/15,0,2,0,4,0,5,0,0,0,0,1,6,1,0,1,0,6,0,0,1,0,0,0,0,5,2,1,0,1,0,0,11,5,9
2021/8/16,0,0,0,0,0,9,2,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,1,1,7,0,1,0,0,0,15,0,10
2021/8/17,0,2,0,2,0,1,0,0,0,0,0,0,3,1,0,0,6,0,0,0,0,0,0,0,0,5,0,0,3,0,0,8,0,18
2021/8/18,0,1,0,4,0,10,0,0,0,0,0,1,3,0,0,1,3,0,0,0,0,0,0,0,0,6,0,1,11,0,0,7,1,11
2021/8/19,0,2,0,2,0,9,0,0,0,0,1,2,5,0,0,0,3,0,0,2,0,0,0,0,0,2,0,1,1,0,0,8,0,6
2021/8/20,0,2,0,1,0,4,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,3,2,9
2021/8/21,0,1,0,0,0,6,0,0,0,0,0,1,3,2,0,0,1,0,0,0,0,0,0,0,0,12,0,1,1,0,0,7,0,10
2021/8/22,0,2,0,0,0,5,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,3,0,0,3,1,10
2021/8/23,0,0,0,2,0,8,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,9,0,2,1,0,0,4,7,6
2021/8/24,0,0,0,0,0,3,0,0,0,0,0,1,7,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,1,0,0,7,0,6
2021/8/25,0,0,0,1,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,10,1,1
2021/8/26,0,0,0,0,0,8,0,0,0,0,1,2,3,1,0,0,1,0,0,1,0,0,0,0,0,8,0,1,1,0,0,8,0,8
2021/8/27,0,0,0,1,0,3,0,0,0,0,0,1,17,0,0,0,0,0,0,1,0,0,0,0,0,4,2,1,0,0,0,8,0,7
2021/8/28,0,0,0,1,0,3,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,5,0,1,4,0,0,17,0,6
2021/8/29,0,0,0,1,0,9,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,2,0,0,3,1,23
2021/8/30,0,1,0,2,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,1,0,0,22,0,8
2021/8/31,0,1,0,1,0,6,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,4,1,4
2021/9/1,0,0,0,1,0,9,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,1,6
2021/9/2,0,0,0,0,0,5,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,1,0,0,0,9,1,5
2021/9/3,0,0,0,2,0,4,0,0,0,0,0,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,1,0,0,7,4,6
2021/9/4,0,1,0,0,0,4,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,9,0,1,2,0,0,9,0,1
2021/9/5,0,0,0,1,0,7,1,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,4,0,6
2021/9/6,0,0,0,4,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,4,0,0,0,0,0,22,1,16
2021/9/7,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,12
2021/9/8,0,0,0,2,0,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,17,1,9
2021/9/9,0,0,0,1,0,5,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,4,0,6
2021/9/10,0,0,0,3,0,2,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,13,0,7
2021/9/11,0,0,0,21,0,6,0,0,0,0,0,1,4,0,0,2,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,11,0,5
2021/9/12,0,0,0,22,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,17,0,14
2021/9/13,0,1,0,60,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,0,2,0,0,0,14,0,5
2021/9/14,0,0,0,51,0,4,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,13,1,5
2021/9/15,0,0,0,48,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,23,1,5
2021/9/16,0,0,0,61,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,1,12
2021/9/17,0,0,0,31,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,9,0,8
2021/9/18,0,0,0,43,0,2,3,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,9,0,6
2021/9/19,0,0,0,29,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,0,0,0,9,2,12
2021/9/20,0,0,0,44,0,3,0,0,0,0,2,0,5,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,2,6
2021/9/21,0,0,0,15,0,2,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,14,0,5
2021/9/22,0,0,0,20,0,2,0,0,0,0,8,0,1,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,3,0,0,5,0,7
2021/9/23,0,0,0,16,0,1,0,0,0,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,13,0,9
2021/9/24,0,1,0,3,0,9,1,0,0,0,8,0,7,1,0,0,0,0,0,1,2,0,0,0,0,6,0,0,1,0,0,7,0,8
2021/9/25,0,0,0,5,0,4,0,0,0,0,4,1,9,0,0,2,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,10,0,5
2021/9/26,0,3,0,2,0,1,0,0,0,0,11,0,8,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,12,1,8
2021/9/27,0,0,0,2,0,3,0,0,0,0,11,0,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,11,0,9
2021/9/28,0,0,0,5,0,1,0,0,0,0,8,0,13,0,0,0,1,0,0,0,4,0,0,0,0,2,0,0,0,0,0,8,0,7
2021/9/29,0,0,0,1,0,3,0,0,0,0,6,0,5,0,0,0,0,0,0,2,0,0,0,0,1,3,0,0,0,0,0,5,1,11
2021/9/30,0,1,0,0,0,6,0,0,0,0,10,0,3,0,1,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,9,0,7
2021/10/1,0,0,0,0,0,3,0,0,0,0,2,2,4,0,4,0,0,0,0,1,0,0,0,1,0,9,0,1,3,0,0,14,1,11
2021/10/2,0,0,0,5,0,3,0,0,0,0,1,0,5,0,0,0,0,0,1,1,0,0,0,0,1,7,0,0,0,0,0,9,0,10
2021/10/3,0,1,0,0,0,4,1,0,0,1,3,0,0,0,2,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,1,6
2021/10/4,0,0,0,2,0,4,0,0,0,0,1,0,4,0,0,0,0,0,1,0,3,0,0,3,4,6,0,0,0,0,0,5,0,5
2021/10/5,0,0,0,1,0,0,2,0,0,0,2,0,7,0,0,0,1,0,1,0,1,0,0,0,1,4,0,0,0,0,1,13,0,7
2021/10/6,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,3,4,0,2,0,0,0,13,1,5
2021/10/7,0,0,0,0,0,2,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,2,8,0,1,2,0,0,6,0,4
2021/10/8,0,0,0,1,0,0,3,0,0,0,0,0,2,0,2,0,0,0,0,2,2,0,0,1,1,2,0,0,2,0,0,3,0,12
2021/10/9,0,0,0,1,0,0,1,0,0,0,0,1,-23,0,0,0,0,0,0,1,0,0,0,0,2,6,0,1,0,0,0,10,1,4
2021/10/10,0,0,0,0,0,2,1,0,0,0,0,0,31,0,0,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,14,0,7
2021/10/11,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,1,0,3,0,1,0,0,0,5,0,11
2021/10/12,0,1,0,1,0,2,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,5,1,4
2021/10/13,0,0,0,0,0,2,2,0,0,1,4,1,3,1,0,1,0,0,0,1,0,0,0,0,2,1,0,0,3,0,0,6,1,4
2021/10/14,0,0,0,0,0,0,1,0,0,-1,-4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,3,0,8
2021/10/15,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,2,4
2021/10/16,0,1,0,0,0,0,3,0,0,0,1,0,6,0,0,1,0,0,0,1,0,0,0,1,1,5,0,4,0,0,0,2,1,11
2021/10/17,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,4,6,0,2,0,0,0,6,0,1
2021/10/18,0,0,0,1,1,3,0,0,0,0,0,0,5,0,3,2,0,0,0,0,0,1,0,1,0,5,0,0,0,0,0,4,0,0
2021/10/19,0,1,0,1,4,3,0,1,0,0,0,1,2,0,0,8,0,0,0,0,0,1,0,2,0,7,0,0,0,0,0,1,0,6
2021/10/20,0,0,0,0,5,1,0,0,0,0,0,1,4,2,0,2,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,4
2021/10/21,0,1,0,0,9,1,3,1,0,0,0,1,6,0,0,16,0,0,0,1,0,2,1,4,2,2,0,0,0,0,0,4,0,2
2021/10/22,0,6,0,2,17,1,2,0,0,0,0,0,2,0,0,6,0,0,0,1,0,3,0,0,1,3,0,0,1,0,0,2,0,8
2021/10/23,0,5,0,0,6,1,1,0,0,1,1,0,6,0,1,7,0,0,0,0,0,6,0,2,0,4,0,0,0,0,0,1,8,7
2021/10/24,0,2,0,0,4,0,1,4,0,2,0,0,4,0,2,19,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,4
2021/10/25,0,4,0,1,6,4,2,0,0,0,0,2,4,0,0,16,0,0,0,0,0,3,0,0,2,2,0,1,0,0,0,0,0,8
2021/10/26,0,3,0,1,4,2,1,5,0,0,0,0,3,0,0,32,0,0,0,1,0,2,0,0,5,2,0,0,1,0,0,0,0,4
2021/10/27,0,4,0,2,8,0,1,0,0,0,1,3,5,1,0,7,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,8,8
2021/10/28,0,3,0,0,12,4,3,0,0,0,9,0,2,0,0,20,0,0,0,0,0,2,3,0,0,3,0,0,0,0,0,3,2,6
2021/10/29,0,4,0,1,11,2,1,0,0,0,26,0,5,2,0,21,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,4,5
2021/10/30,0,1,0,0,9,1,3,0,0,1,19,1,3,1,0,12,0,1,0,0,0,3,0,0,4,9,0,0,1,0,0,2,4,7
2021/10/31,0,0,1,3,10,0,1,0,0,8,27,0,1,0,0,7,0,1,0,0,0,3,1,0,4,9,0,3,0,0,0,4,9,6
2021/11/1,0,2,0,2,8,2,1,0,0,8,27,0,1,0,0,2,0,2,0,0,0,1,2,0,3,5,0,0,1,0,0,2,3,5
2021/11/2,0,9,4,0,14,4,1,0,0,14,35,1,2,0,0,6,0,2,0,1,0,2,4,0,1,5,0,2,0,0,0,4,1,4
2021/11/3,0,0,1,0,2,3,5,0,0,23,45,2,3,0,0,2,3,0,2,0,0,4,1,0,2,3,0,2,0,0,0,3,0,7
2021/11/4,0,0,0,0,5,1,3,1,0,10,28,5,7,0,0,2,0,2,0,9,0,4,0,0,0,3,0,2,1,0,0,2,0,2
2021/11/5,0,0,0,3,2,3,0,0,0,14,16,3,1,0,0,1,0,1,0,3,0,0,0,1,0,3,0,5,1,0,0,4,0,7
2021/11/6,0,1,0,1,2,3,1,0,0,16,6,4,7,0,0,0,0,1,0,11,0,1,0,2,1,3,0,4,0,0,0,12,0,1
2021/11/7,0,1,1,1,2,3,1,0,0,8,6,18,1,0,0,2,0,1,0,20,0,0,0,0,1,6,3,5,0,0,0,9,1,4
2021/11/8,0,1,0,1,4,4,4,0,0,12,8,2,0,0,0,0,0,3,0,5,0,0,0,1,0,2,0,9,2,0,0,4,0,3
2021/11/9,0,1,0,0,0,1,3,0,0,5,4,9,1,0,0,0,0,2,1,18,0,0,0,0,3,3,0,1,0,0,0,3,0,6
2021/11/10,0,2,0,0,0,1,1,0,0,3,7,13,5,2,0,0,0,0,1,21,0,0,0,0,0,4,0,0,1,0,0,8,0,5
2021/11/11,0,4,0,1,0,2,1,0,0,2,7,12,3,0,0,1,0,1,0,52,0,0,0,0,0,6,0,0,0,0,0,6,1,9
2021/11/12,0,2,0,1,0,1,1,0,0,4,2,1,1,0,0,4,0,3,0,40,0,0,0,0,0,4,0,1,3,0,0,7,1,10
